numero_documento;tipo_documento;nombres_usuario;apellidos_usuario;direccion_usuario;telefono_fijo;celular;email;log_user;password;clave;fk_id_rol;fk_codigo_dane
1600;1;GRUPO ASD;Giron;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1600;;1600;4;1600
2006;1;GRUPO ASD;Barranco Minas -Guainia;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;2006;;2006;4;2006
1393;1;GRUPO ASD;Inirida;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1393;;1393;4;1393
1359;1;GRUPO ASD;Calamar;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1359;;1359;4;1359
1358;1;GRUPO ASD;El Retorno;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1358;;1358;4;1358
2007;1;GRUPO ASD;Miraflores - Guaviare;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;2007;;2007;4;2007
1429;1;GRUPO ASD;San Jose Del Guaviare;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1429;;1429;4;1429
3089;1;GRUPO ASD;Altamira;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;3089;;3089;4;3089
1590;1;GRUPO ASD;Garzon;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1590;;1590;4;1590
1564;1;GRUPO ASD;La Plata;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1564;;1564;4;1564
1591;1;GRUPO ASD;Palermo;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1591;;1591;4;1591
1634;1;GRUPO ASD;Pitalito;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1634;;1634;4;1634
1602;1;GRUPO ASD;Ibague Punto 1;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1602;;1602;4;1602
1344;1;GRUPO ASD;Ipiales;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1344;;1344;4;1344
1346;1;GRUPO ASD;Itagui;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1346;;1346;4;1346
1540;1;GRUPO ASD;Jamundi;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1540;;1540;4;1540
1635;1;GRUPO ASD;Barrancas;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1635;;1635;4;1635
1394;1;GRUPO ASD;Fonseca;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1394;;1394;4;1394
3075;1;GRUPO ASD;Manaure;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;3075;;3075;4;3075
1911;1;GRUPO ASD;Riohacha - Departamental;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1911;;1911;4;1911
1470;1;GRUPO ASD;Villanueva - La Guajira;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1470;;1470;4;1470
1428;1;GRUPO ASD;Lorica;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1428;;1428;4;1428
1553;1;GRUPO ASD;Magangue ;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1553;;1553;4;1553
1351;1;GRUPO ASD;El Banco;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1351;;1351;4;1351
1361;1;GRUPO ASD;Fundacion;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1361;;1361;4;1361
1360;1;GRUPO ASD;Plato;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1360;;1360;4;1360
1592;1;GRUPO ASD;Salamina - Magdalena;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1592;;1592;4;1592
1593;1;GRUPO ASD;Santa Ana;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1593;;1593;4;1593
3073;1;GRUPO ASD;Zona Bananera;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;3073;;3073;4;3073
1525;1;GRUPO ASD;Maicao;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1525;;1525;4;1525
1534;1;GRUPO ASD;Malambo;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1534;;1534;4;1534
1513;1;GRUPO ASD;Manizales;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1513;;1513;4;1513
1504;1;GRUPO ASD;Medellin - Zona Centro Occidental;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1504;;1504;4;1504
1577;1;GRUPO ASD;Medellin - Zona Centro Oriental;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1577;;1577;4;1577
1576;1;GRUPO ASD;Medellin - Zona Nor Occidental;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1576;;1576;4;1576
1549;1;GRUPO ASD;Medellin - Zona Nor Oriental;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1549;;1549;4;1549
1622;1;GRUPO ASD;Medellin - Zona Sur Oriental;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1622;;1622;4;1622
1636;1;GRUPO ASD;Granada;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1636;;1636;4;1636
1406;1;GRUPO ASD;La Macarena;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1406;;1406;4;1406
1371;1;GRUPO ASD;Uribe;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1371;;1371;4;1371
1407;1;GRUPO ASD;Puerto Concordia;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1407;;1407;4;1407
1646;1;GRUPO ASD;Puerto Gaitan;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1646;;1646;4;1646
1442;1;GRUPO ASD;Puerto Lopez;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1442;;1442;4;1442
1372;1;GRUPO ASD;Puerto Rico;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1372;;1372;4;1372
1430;1;GRUPO ASD;Villavicencio (Departamental);SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1430;;1430;4;1430
1632;1;GRUPO ASD;Monteria - Punto Municipal;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1632;;1632;4;1632
1369;1;GRUPO ASD;Mosquera;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1369;;1369;4;1369
1495;1;GRUPO ASD;Barbacoas;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1495;;1495;4;1495
1343;1;GRUPO ASD;El Charco;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1343;;1343;4;1343
1380;1;GRUPO ASD;Ipiales (Departamental);SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1380;;1380;4;1380
1544;1;GRUPO ASD;La Cruz;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1544;;1544;4;1544
1545;1;GRUPO ASD;La Union;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1545;;1545;4;1545
1572;1;GRUPO ASD;Pasto (Departamental);SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1572;;1572;4;1572
1379;1;GRUPO ASD;Policarpa;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1379;;1379;4;1379
1616;1;GRUPO ASD;Samaniego;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1616;;1616;4;1616
1573;1;GRUPO ASD;Sandona;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1573;;1573;4;1573
1546;1;GRUPO ASD;Tuquerres;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1546;;1546;4;1546
1524;1;GRUPO ASD;Neiva;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1524;;1524;4;1524
3061;1;GRUPO ASD;Cachira;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;3061;;3061;4;3061
1526;1;GRUPO ASD;Chinacota;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1526;;1526;4;1526
1566;1;GRUPO ASD;Los Patios;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1566;;1566;4;1566
1473;1;GRUPO ASD;Ocana;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1473;;1473;4;1473
1474;1;GRUPO ASD;Pamplona;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1474;;1474;4;1474
1431;1;GRUPO ASD;Salazar;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1431;;1431;4;1431
1912;1;GRUPO ASD;Tibu;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1912;;1912;4;1912
1341;1;GRUPO ASD;Palmira (Certificado);SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1341;;1341;4;1341
1543;1;GRUPO ASD;Pasto (Punto 1);SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1543;;1543;4;1543
1342;1;GRUPO ASD;Pasto (Punto 2);SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1342;;1342;4;1342
1596;1;GRUPO ASD;Pereira;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1596;;1596;4;1596
1539;1;GRUPO ASD;Piedecuesta;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1539;;1539;4;1539
2000;1;GRUPO ASD;Pitalito - Municipal;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;2000;;2000;4;2000
1520;1;GRUPO ASD;Popayan - Punto 1;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1520;;1520;4;1520
1476;1;GRUPO ASD;Mocoa ;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1476;;1476;4;1476
1542;1;GRUPO ASD;Orito;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1542;;1542;4;1542
1396;1;GRUPO ASD;Puerto Leguizamo;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1396;;1396;4;1396
1528;1;GRUPO ASD;Puerto Asis;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1528;;1528;4;1528
1651;1;GRUPO ASD;Puerto Guzman;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1651;;1651;4;1651
1527;1;GRUPO ASD;Sibundoy;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1527;;1527;4;1527
1443;1;GRUPO ASD;Valle Del Guamuez(La Hormiga);SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1443;;1443;4;1443
1639;1;GRUPO ASD;Quibdo - Zona 1;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1639;;1639;4;1639
1529;1;GRUPO ASD;Armenia (Departamental);SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1529;;1529;4;1529
1565;1;GRUPO ASD;Riohacha;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1565;;1565;4;1565
1548;1;GRUPO ASD;Rionegro;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1548;;1548;4;1548
1373;1;GRUPO ASD;Belen De Umbria;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1373;;1373;4;1373
1477;1;GRUPO ASD;Pereira (Departamental);SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1477;;1477;4;1477
1647;1;GRUPO ASD;Pueblo Rico;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1647;;1647;4;1647
1408;1;GRUPO ASD;Quinchia;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1408;;1408;4;1408
1501;1;GRUPO ASD;Sabaneta;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1501;;1501;4;1501
1521;1;GRUPO ASD;Sahagun;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1521;;1521;4;1521
1397;1;GRUPO ASD;Providencia;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1397;;1397;4;1397
1597;1;GRUPO ASD;San Andres;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1597;;1597;4;1597
1637;1;GRUPO ASD;Santa Marta;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1637;;1637;4;1637
1399;1;GRUPO ASD;Barbosa;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1399;;1399;4;1399
1531;1;GRUPO ASD;Bucaramanga (Departamental 1);SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1531;;1531;4;1531
1363;1;GRUPO ASD;Bucaramanga (Departamental 2);SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1363;;1363;4;1363
1398;1;GRUPO ASD;Bucaramanga (Departamental 3);SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1398;;1398;4;1398
1598;1;GRUPO ASD;Bucaramanga (Departamental 4);SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1598;;1598;4;1598
1478;1;GRUPO ASD;Bucaramanga (Departamental 5);SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1478;;1478;4;1478
2004;1;GRUPO ASD;Cimitarra - Santander;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;2004;;2004;4;2004
1364;1;GRUPO ASD;Malaga;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1364;;1364;4;1364
3067;1;GRUPO ASD;Ocamote;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;3067;;3067;4;3067
1409;1;GRUPO ASD;Puerto Parra;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1409;;1409;4;1409
1410;1;GRUPO ASD;Puerto Wilches;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1410;;1410;4;1410
1479;1;GRUPO ASD;San Gil;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1479;;1479;4;1479
1480;1;GRUPO ASD;Socorro;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1480;;1480;4;1480
3069;1;GRUPO ASD;Velez;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;3069;;3069;4;3069
1435;1;GRUPO ASD;Sincelejo;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1435;;1435;4;1435
1392;1;GRUPO ASD;Soacha;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1392;;1392;4;1392
1387;1;GRUPO ASD;Sogamoso;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1387;;1387;4;1387
1383;1;GRUPO ASD;Soledad;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1383;;1383;4;1383
1400;1;GRUPO ASD;Majagual;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1400;;1400;4;1400
1571;1;GRUPO ASD;San Benito Abad;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1571;;1571;4;1571
1601;1;GRUPO ASD;San Marcos;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1601;;1601;4;1601
1434;1;GRUPO ASD;Sincelejo (Departamental);SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1434;;1434;4;1434
1648;1;GRUPO ASD;Sucre - Sucre;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1648;;1648;4;1648
3000;1;GRUPO ASD;Ataco;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;3000;;3000;4;3000
1603;1;GRUPO ASD;Chaparral;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1603;;1603;4;1603
1374;1;GRUPO ASD;Cunday;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1374;;1374;4;1374
1401;1;GRUPO ASD;Espinal;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1401;;1401;4;1401
1638;1;GRUPO ASD;Ibague (Departamental);SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1638;;1638;4;1638
3065;1;GRUPO ASD;Libano;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;3065;;3065;4;3065
1482;1;GRUPO ASD;Mariquita;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1482;;1482;4;1482
2008;1;GRUPO ASD;Planadas - Tolima;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;2008;;2008;4;2008
1483;1;GRUPO ASD;Purificacion;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1483;;1483;4;1483
2009;1;GRUPO ASD;Rioblanco- Tolima;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;2009;;2009;4;2009
1445;1;GRUPO ASD;Tulua;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1445;;1445;4;1445
1484;1;GRUPO ASD;Tumaco;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1484;;1484;4;1484
1422;1;GRUPO ASD;Tunja - Punto 1;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1422;;1422;4;1422
1347;1;GRUPO ASD;Turbo;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1347;;1347;4;1347
1606;1;GRUPO ASD;Uribia;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1606;;1606;4;1606
1613;1;GRUPO ASD;Guadalajara De Buga (Gagem 3 - Departamental);SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1613;;1613;4;1613
1413;1;GRUPO ASD;Cali - Gagem 1;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1413;;1413;4;1413
1491;1;GRUPO ASD;Cartago (Gagem 8 - Departamental);SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1491;;1491;4;1491
1414;1;GRUPO ASD;Palmira (Gagem 2 - Departamental);SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1414;;1414;4;1414
1376;1;GRUPO ASD;Roldanillo;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1376;;1376;4;1376
1444;1;GRUPO ASD;Sevilla;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1444;;1444;4;1444
1614;1;GRUPO ASD;Tulua (Gagem 4 - Departamental);SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1614;;1614;4;1614
1490;1;GRUPO ASD;Gagem Zarzal;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1490;;1490;4;1490
1558;1;GRUPO ASD;Valledupar;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1558;;1558;4;1558
1604;1;GRUPO ASD;Mitu;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1604;;1604;4;1604
1605;1;GRUPO ASD;Cumaribo;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1605;;1605;4;1605
1436;1;GRUPO ASD;La Primavera;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1436;;1436;4;1436
1568;1;GRUPO ASD;Puerto Carreno;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1568;;1568;4;1568
1472;1;GRUPO ASD;Villavicencio ;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1472;;1472;4;1472
1660;1;GRUPO ASD;Yopal;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1660;;1660;4;1660
3019;1;GRUPO ASD;Yumbo;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;3019;;3019;4;3019
1535;1;GRUPO ASD;Zipaquira;SIN INFORMACION;9999999;9999999999;grupoasd123@grupoasd.com.co;1535;;1535;4;1535
